valueset_pk,language_pk,parameter_pk,parameter_name,parameter_description,type_pk,variety_type,abbr,language_name,value_pk,domainelement_pk,attestation
4795,59,65,Use of indefinite article where StE favours zero,about a three fields,2,L1c,AusE,Australian English,4795,389,X
4796,60,65,Use of indefinite article where StE favours zero,about a three fields,2,L1c,AusVE,Australian Vernacular English,4796,389,X
4804,68,65,Use of indefinite article where StE favours zero,about a three fields,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),4804,389,X
5046,14,69,Yon/yonder indicating remoteness,yon oil company; yon muckle Concorde; Wi his sair foot he would never could climb yon stairs,2,L1c,CollAmE,Colloquial American English,5046,413,X
5077,45,69,Yon/yonder indicating remoteness,yon oil company; yon muckle Concorde; Wi his sair foot he would never could climb yon stairs,3,L2,TznE,Tanzanian English,5077,413,X
5078,46,69,Yon/yonder indicating remoteness,yon oil company; yon muckle Concorde; Wi his sair foot he would never could climb yon stairs,3,L2,KenE,Kenyan English,5078,413,X
5091,59,69,Yon/yonder indicating remoteness,yon oil company; yon muckle Concorde; Wi his sair foot he would never could climb yon stairs,2,L1c,AusE,Australian English,5091,413,X
5092,60,69,Yon/yonder indicating remoteness,yon oil company; yon muckle Concorde; Wi his sair foot he would never could climb yon stairs,2,L1c,AusVE,Australian Vernacular English,5092,413,X
5099,67,69,Yon/yonder indicating remoteness,yon oil company; yon muckle Concorde; Wi his sair foot he would never could climb yon stairs,3,L2,FijiE,Acrolectal Fiji English,5099,413,X
5100,68,69,Yon/yonder indicating remoteness,yon oil company; yon muckle Concorde; Wi his sair foot he would never could climb yon stairs,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),5100,413,X
17459,75,69,Yon/yonder indicating remoteness,yon oil company; yon muckle Concorde; Wi his sair foot he would never could climb yon stairs,2,L1c,PhilE,Philippine English,17459,413,X
5860,14,80,Regularized comparison strategies: extension of analytic marking,one of the most pretty sunsets,2,L1c,CollAmE,Colloquial American English,5860,475,A
5861,15,80,Regularized comparison strategies: extension of analytic marking,one of the most pretty sunsets,2,L1c,UAAVE,Urban African American Vernacular English,5861,475,A
5866,20,80,Regularized comparison strategies: extension of analytic marking,one of the most pretty sunsets,1,L1t,SEAmE,Southeast American enclave dialects,5866,475,A
5902,56,80,Regularized comparison strategies: extension of analytic marking,one of the most pretty sunsets,3,L2,HKE,Hong Kong English,5902,475,A
5914,68,80,Regularized comparison strategies: extension of analytic marking,one of the most pretty sunsets,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),5914,475,A
5934,14,81,Much as comparative marker,The unemployment position is much severe than in Singapore.,2,L1c,CollAmE,Colloquial American English,5934,485,X
5980,60,81,Much as comparative marker,The unemployment position is much severe than in Singapore.,2,L1c,AusVE,Australian Vernacular English,5980,485,X
6082,14,83,Comparatives and superlatives of participles,"fightingest, singingest",2,L1c,CollAmE,Colloquial American English,6082,494,B
6083,15,83,Comparatives and superlatives of participles,"fightingest, singingest",2,L1c,UAAVE,Urban African American Vernacular English,6083,494,B
6084,16,83,Comparatives and superlatives of participles,"fightingest, singingest",2,L1c,RAAVE,Rural African American Vernacular English,6084,494,B
6086,18,83,Comparatives and superlatives of participles,"fightingest, singingest",1,L1t,OzE,Ozark English,6086,494,B
6087,19,83,Comparatives and superlatives of participles,"fightingest, singingest",1,L1t,AppE,Appalachian English,6087,494,B
6088,20,83,Comparatives and superlatives of participles,"fightingest, singingest",1,L1t,SEAmE,Southeast American enclave dialects,6088,494,B
6156,14,84,Comparative marking only with than,He loves his car than [‘more than’] his children;,2,L1c,CollAmE,Colloquial American English,6156,503,X
6304,14,86,Zero marking of degree,He is one of the radical students that you can ever find.,2,L1c,CollAmE,Colloquial American English,6304,515,X
6335,45,86,Zero marking of degree,He is one of the radical students that you can ever find.,3,L2,TznE,Tanzanian English,6335,515,X
6350,60,86,Zero marking of degree,He is one of the radical students that you can ever find.,2,L1c,AusVE,Australian Vernacular English,6350,515,X
6970,14,95,Be sat/stood with progressive meaning,When youʼre stood [‘are standing’] there you can see the flames.,2,L1c,CollAmE,Colloquial American English,6970,569,X
6974,18,95,Be sat/stood with progressive meaning,When youʼre stood [‘are standing’] there you can see the flames.,1,L1t,OzE,Ozark English,6974,569,X
6978,22,95,Be sat/stood with progressive meaning,When youʼre stood [‘are standing’] there you can see the flames.,3,L2,ChcE,Chicano English,6978,569,X
7001,45,95,Be sat/stood with progressive meaning,When youʼre stood [‘are standing’] there you can see the flames.,3,L2,TznE,Tanzanian English,7001,569,X
7015,59,95,Be sat/stood with progressive meaning,When youʼre stood [‘are standing’] there you can see the flames.,2,L1c,AusE,Australian English,7015,569,X
7016,60,95,Be sat/stood with progressive meaning,When youʼre stood [‘are standing’] there you can see the flames.,2,L1c,AusVE,Australian Vernacular English,7016,569,X
7023,67,95,Be sat/stood with progressive meaning,When youʼre stood [‘are standing’] there you can see the flames.,3,L2,FijiE,Acrolectal Fiji English,7023,569,X
7118,14,97,Medial object perfect,And you eat nothing till you have the stations made.,2,L1c,CollAmE,Colloquial American English,7118,581,X
7163,59,97,Medial object perfect,And you eat nothing till you have the stations made.,2,L1c,AusE,Australian English,7163,581,X
7636,14,104,Completive/perfect done,He done go fishing; You don ate what I has sent you?,2,L1c,CollAmE,Colloquial American English,7636,620,B
7637,15,104,Completive/perfect done,He done go fishing; You don ate what I has sent you?,2,L1c,UAAVE,Urban African American Vernacular English,7637,620,B
7638,16,104,Completive/perfect done,He done go fishing; You don ate what I has sent you?,2,L1c,RAAVE,Rural African American Vernacular English,7638,620,B
7640,18,104,Completive/perfect done,He done go fishing; You don ate what I has sent you?,1,L1t,OzE,Ozark English,7640,620,B
7641,19,104,Completive/perfect done,He done go fishing; You don ate what I has sent you?,1,L1t,AppE,Appalachian English,7641,620,B
7710,14,105,Completive/perfect have/be + done + past participle,He is done gone .,2,L1c,CollAmE,Colloquial American English,7710,627,C
7733,37,105,Completive/perfect have/be + done + past participle,He is done gone .,2,L1c,LibSE,Liberian Settler English,7733,627,C
7932,14,108,Ever as marker of experiential perfect,I ever see the movie ‘I have seen the movie’,2,L1c,CollAmE,Colloquial American English,7932,647,X
7940,22,108,Ever as marker of experiential perfect,I ever see the movie ‘I have seen the movie’,3,L2,ChcE,Chicano English,7940,647,X
7963,45,108,Ever as marker of experiential perfect,I ever see the movie ‘I have seen the movie’,3,L2,TznE,Tanzanian English,7963,647,X
7964,46,108,Ever as marker of experiential perfect,I ever see the movie ‘I have seen the movie’,3,L2,KenE,Kenyan English,7964,647,X
7977,59,108,Ever as marker of experiential perfect,I ever see the movie ‘I have seen the movie’,2,L1c,AusE,Australian English,7977,647,X
7978,60,108,Ever as marker of experiential perfect,I ever see the movie ‘I have seen the movie’,2,L1c,AusVE,Australian Vernacular English,7978,647,X
8598,14,117,Present tense forms for neutral future reference,I think I make one new dress for Chinese New Year.,2,L1c,CollAmE,Colloquial American English,8598,701,X
8602,18,117,Present tense forms for neutral future reference,I think I make one new dress for Chinese New Year.,1,L1t,OzE,Ozark English,8602,701,X
8643,59,117,Present tense forms for neutral future reference,I think I make one new dress for Chinese New Year.,2,L1c,AusE,Australian English,8643,701,X
8644,60,117,Present tense forms for neutral future reference,I think I make one new dress for Chinese New Year.,2,L1c,AusVE,Australian Vernacular English,8644,701,X
8746,14,119,Would for (distant) future in contrast to will (immediate future),I would eat/would be eating rice tomorrow,2,L1c,CollAmE,Colloquial American English,8746,713,X
8792,60,119,Would for (distant) future in contrast to will (immediate future),I would eat/would be eating rice tomorrow,2,L1c,AusVE,Australian Vernacular English,8792,713,X
8820,14,120,Would in if-clauses,If Iʼd be you…,2,L1c,CollAmE,Colloquial American English,8820,720,?
8866,60,120,Would in if-clauses,If Iʼd be you…,2,L1c,AusVE,Australian Vernacular English,8866,720,?
8894,14,121,Double modals,I tell you what we might should do.,2,L1c,CollAmE,Colloquial American English,8894,722,B
8895,15,121,Double modals,I tell you what we might should do.,2,L1c,UAAVE,Urban African American Vernacular English,8895,722,B
8896,16,121,Double modals,I tell you what we might should do.,2,L1c,RAAVE,Rural African American Vernacular English,8896,722,B
8899,19,121,Double modals,I tell you what we might should do.,1,L1t,AppE,Appalachian English,8899,722,B
8902,22,121,Double modals,I tell you what we might should do.,3,L2,ChcE,Chicano English,8902,722,B
8903,23,121,Double modals,I tell you what we might should do.,2,L1c,BahE,Bahamian English,8903,722,B
8944,64,121,Double modals,I tell you what we might should do.,2,L1c,NZE,New Zealand English,8944,722,B
8954,74,121,Double modals,I tell you what we might should do.,2,L1c,TdCE,Tristan da Cunha English,8954,722,B
9264,14,126,New quasi-modals: aspectual meanings,Theyʼre fixinʼ to leave town ‘theyʼre about to leave’; Iʼm finna go‘Iʼm about to go’; It useta didnʼt matter whether you walked in late or not ‘[Formerly] it didnʼt matter...’,2,L1c,CollAmE,Colloquial American English,9264,752,B
9270,20,126,New quasi-modals: aspectual meanings,Theyʼre fixinʼ to leave town ‘theyʼre about to leave’; Iʼm finna go‘Iʼm about to go’; It useta didnʼt matter whether you walked in late or not ‘[Formerly] it didnʼt matter...’,1,L1t,SEAmE,Southeast American enclave dialects,9270,752,B
9272,22,126,New quasi-modals: aspectual meanings,Theyʼre fixinʼ to leave town ‘theyʼre about to leave’; Iʼm finna go‘Iʼm about to go’; It useta didnʼt matter whether you walked in late or not ‘[Formerly] it didnʼt matter...’,3,L2,ChcE,Chicano English,9272,752,B
9273,23,126,New quasi-modals: aspectual meanings,Theyʼre fixinʼ to leave town ‘theyʼre about to leave’; Iʼm finna go‘Iʼm about to go’; It useta didnʼt matter whether you walked in late or not ‘[Formerly] it didnʼt matter...’,2,L1c,BahE,Bahamian English,9273,752,B
9338,14,127,Non-standard use of modals for politeness reasons,This furniture may be [‘is to be’] removed tomorrow; Must I make you some tea? ‘Shall I…’,2,L1c,CollAmE,Colloquial American English,9338,761,X
9369,45,127,Non-standard use of modals for politeness reasons,This furniture may be [‘is to be’] removed tomorrow; Must I make you some tea? ‘Shall I…’,3,L2,TznE,Tanzanian English,9369,761,X
9382,58,127,Non-standard use of modals for politeness reasons,This furniture may be [‘is to be’] removed tomorrow; Must I make you some tea? ‘Shall I…’,3,L2,MalE,Malaysian English,9382,761,X
9384,60,127,Non-standard use of modals for politeness reasons,This furniture may be [‘is to be’] removed tomorrow; Must I make you some tea? ‘Shall I…’,2,L1c,AusVE,Australian Vernacular English,9384,761,X
9856,14,134,A-prefixing on ing-forms,They wasnʼt a-doinʼ nothinʼ wrong.,2,L1c,CollAmE,Colloquial American English,9856,800,B
9859,17,134,A-prefixing on ing-forms,They wasnʼt a-doinʼ nothinʼ wrong.,2,L1c,EAAVE,Earlier African American Vernacular English,9859,800,B
9860,18,134,A-prefixing on ing-forms,They wasnʼt a-doinʼ nothinʼ wrong.,1,L1t,OzE,Ozark English,9860,800,B
9861,19,134,A-prefixing on ing-forms,They wasnʼt a-doinʼ nothinʼ wrong.,1,L1t,AppE,Appalachian English,9861,800,B
9862,20,134,A-prefixing on ing-forms,They wasnʼt a-doinʼ nothinʼ wrong.,1,L1t,SEAmE,Southeast American enclave dialects,9862,800,B
9865,23,134,A-prefixing on ing-forms,They wasnʼt a-doinʼ nothinʼ wrong.,2,L1c,BahE,Bahamian English,9865,800,B
10078,14,137,Special inflected forms of do,I junt ‘I don’t’,2,L1c,CollAmE,Colloquial American English,10078,821,X
10082,18,137,Special inflected forms of do,I junt ‘I don’t’,1,L1t,OzE,Ozark English,10082,821,X
10109,45,137,Special inflected forms of do,I junt ‘I don’t’,3,L2,TznE,Tanzanian English,10109,821,X
10110,46,137,Special inflected forms of do,I junt ‘I don’t’,3,L2,KenE,Kenyan English,10110,821,X
10112,48,137,Special inflected forms of do,I junt ‘I don’t’,2,L1c,WhZimE,White Zimbabwean English,10112,821,X
10123,59,137,Special inflected forms of do,I junt ‘I don’t’,2,L1c,AusE,Australian English,10123,821,X
10124,60,137,Special inflected forms of do,I junt ‘I don’t’,2,L1c,AusVE,Australian Vernacular English,10124,821,X
10152,14,138,Special inflected forms of have,he amn’t ‘he hasn’t’,2,L1c,CollAmE,Colloquial American English,10152,827,X
10156,18,138,Special inflected forms of have,he amn’t ‘he hasn’t’,1,L1t,OzE,Ozark English,10156,827,X
10183,45,138,Special inflected forms of have,he amn’t ‘he hasn’t’,3,L2,TznE,Tanzanian English,10183,827,X
10184,46,138,Special inflected forms of have,he amn’t ‘he hasn’t’,3,L2,KenE,Kenyan English,10184,827,X
10197,59,138,Special inflected forms of have,he amn’t ‘he hasn’t’,2,L1c,AusE,Australian English,10197,827,X
10198,60,138,Special inflected forms of have,he amn’t ‘he hasn’t’,2,L1c,AusVE,Australian Vernacular English,10198,827,X
10226,14,139,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",2,L1c,CollAmE,Colloquial American English,10226,834,?
